Brand,Name,Variant,Type,Lip Condition,Undertone,Ketahanan,Finish Texture,Price
ESQA,ESQA Lip Gloss Vegan Vitamin E,London,Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",Low-Stay,Glossy,51350
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Skinnydip,Lip Tint,"Kering, Dehidrasi",Neutral-Shade,High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Baby Tee,Lip Tint,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Coquettish,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,July Forever,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Cool Grunge,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,The A+,Lip Tint,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Latte To Go,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Keep It Cozy,Lip Tint,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Knee High,Lip Tint,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,133855
Maybelline,Maybelline Superstay Teddy Tint 5 mL,Pinkie Bestie,Lip Tint,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Matte,133855
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,No.1,Lip Cream,"Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Lucky,Lip Cream,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Hype,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Fearless,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Fired Up,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Powerful,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Amplify,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Curious,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Popular,Lip Cream,"Kering, Dehidrasi",Warm-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,10 M.O,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,New Rules,Lip Cream,"Kering, Dehidrasi",Cool-Shade,High-Stay,Matte,130000
Make Over,Make Over Powerstay Transferproof Matte Lip Cream,Feisty,Lip Cream,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Matte,130000
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Cordelia,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Aurora,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Elara,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Allura,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Polaris,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Ursa,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Milky Way,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Equinox,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Helion,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Bellatrix,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Nebula Velvet Lip Cream,Estelle,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,113050
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Dusty Rose,Lip Tint,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Starry Pink,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Berry Amber,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Cocoa Charm,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Crimson Dream,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Peachy Nude,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Cinnamon Rose,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Crush Ruby,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Cherry Drop,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,79900
YOU,YOU Cloud Paint Glassy Glow Lip Tint,Scarlet Glow,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,79900
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Joyful Orange,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Fuchsia Lover,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Ombre Charmer,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Sweet Cinnamon,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Brown Dreamer,Lip Cream,"Normal, Kering",Neutral-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Rose Ballerina,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Pink Sweethert,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Artisan Mauve,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Red Pioneer,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Brown Creator,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Lively Coral,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Chic Terracotta,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Dainty Caramel,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,68310
Wardah,Wardah Colorfit Velvet Matte Lip Mousse,Cherish Marmalade,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,68310
ESQA,ESQA Slick Drip Serum Lip Tint,Cashmere Nude,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Rose Soufle,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Royal Ruby,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Flaming Red,Lip Tint,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Bubble Berry,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Sienna Sunset,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Warm Maple,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,99750
ESQA,ESQA Slick Drip Serum Lip Tint,Burnt Chestnut,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,99750
Make Over,Make Over Color Stick Matte Crayon,Iris,Lip Crayon,"Normal, Kering",Cool-Shade,High-Stay,Matte,105000
Make Over,Make Over Color Stick Matte Crayon,Brooklyn,Lip Crayon,"Normal, Kering","Neutral-Shade, Cool-Shade",High-Stay,Matte,105000
Make Over,Make Over Color Stick Matte Crayon,Harper,Lip Crayon,"Normal, Kering",Warm-Shade,High-Stay,Matte,105000
Make Over,Make Over Color Stick Matte Crayon,Blake,Lip Crayon,"Normal, Kering",Warm-Shade,High-Stay,Matte,105000
Make Over,Make Over Color Stick Matte Crayon,Skye,Lip Crayon,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Matte,105000
Viva,Viva Nutri Bright Lip Serum,Glazzy Clear,Lip Serum,"Kering, Dehidrasi",Cool-Shade,Low-Stay,Glossy,21500
Viva,Viva Nutri Bright Lip Serum,Rosy Pink,Lip Serum,"Kering, Dehidrasi",Warm-Shade,Low-Stay,Glossy,21500
Viva,Viva Nutri Bright Lip Serum,Baby Peach,Lip Serum,"Kering, Dehidrasi","Warm-Shade, Cool-Shade",Low-Stay,Glossy,21500
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Gritty,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Standout,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Dauntless,Lip Cream,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Frontrunner,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Unconventional,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Achiever,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,132905
Maybelline,Maybelline Liquid Superstay Matte Ink Reds Series,Extraordinary,Lip Cream,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Matte,132905
Kaila Beaute,Kaila Beaute Matte Lipstick,Ambitious,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,74250
Kaila Beaute,Kaila Beaute Matte Lipstick,Indie,Lipstick,"Normal, Kering","Neutral-Shade, Warm-Shade",High-Stay,Matte,74250
Kaila Beaute,Kaila Beaute Matte Lipstick,Naughty,Lipstick,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Matte,74250
Kaila Beaute,Kaila Beaute Matte Lipstick,Polite,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Matte,74250
Kaila Beaute,Kaila Beaute Matte Lipstick,Rebel,Lipstick,"Normal, Kering",Cool-Shade,High-Stay,Matte,74250
Liplapin,Liplapin Lip Scrub 15 gr,Bubble Gum,Lip Scrub,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Velvet,45000
Liplapin,Liplapin Lip Scrub 15 gr,Cotton Candy,Lip Scrub,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Velvet,45000
Liplapin,Liplapin Lip Scrub 15 gr,Marshmallow,Lip Scrub,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Velvet,45000
Liplapin,Liplapin Lip Scrub 15 gr,Strawberry,Lip Scrub,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Velvet,45000
Liplapin,Liplapin Lip Scrub 15 gr,Peach,Lip Scrub,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Velvet,45000
DAZZLE ME,DAZZLE ME Fruit Justice Lip Balm,Super Berry,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,30900
DAZZLE ME,DAZZLE ME Fruit Justice Lip Balm,AvoK.O,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,30900
DAZZLE ME,DAZZLE ME Fruit Justice Lip Balm,O-Rangers,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,30900
DAZZLE ME,DAZZLE ME Fruit Justice Lip Balm,Peach Punch,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,30900
DAZZLE ME,DAZZLE ME Fruit Justice Lip Balm,Black Honey,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,30900
BNB Barenbliss,BNB Barenbliss Lip Balm,Gold Make Georgeus,Lip Balm,"Kering, Normal, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,69900
BNB Barenbliss,BNB Barenbliss Lip Balm,Silver Make Stunning,Lip Balm,"Kering, Normal, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,69900
Rose All Day,Rose All Day Stain Tint The Powerpuff Girls Edition,Brave,Lip Tint,"Normal, Kering",Neutral-Shade,High-Stay,Glossy,99000
Rose All Day,Rose All Day Stain Tint The Powerpuff Girls Edition,Joy,Lip Tint,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,99000
Rose All Day,Rose All Day Stain Tint The Powerpuff Girls Edition,Strong,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Glossy,99000
Lip Ice,Lip Ice Sport Sunscreen Lip Balm,,Sunscreen Lip Balm,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",Low-Stay,Glossy,38000
Xi Xiu,Moisturizing Xi Xiu Divine LipTeen Stain,Supershy,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,19000
Xi Xiu,Moisturizing Xi Xiu Divine LipTeen Stain,Red Moon,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,19000
Xi Xiu,Moisturizing Xi Xiu Divine LipTeen Stain,Pretty Gal,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,19000
Xi Xiu,Moisturizing Xi Xiu Divine LipTeen Stain,Innocent,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,19000
Xi Xiu,Moisturizing Xi Xiu Divine LipTeen Stain,Talkative,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Glossy,19000
TimePhoria,TimePhoria Orbita Lip & Cheek Blurring Pot,,Lip & Cheek,Normal,"Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,113050
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Peaceful,Lip Matte,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,22800
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Speechless,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Matte,22800
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Romantic,Lip Matte,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Matte,22800
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Cheerful,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Matte,22800
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Jealous,Lip Matte,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Matte,22800
Xi Xiu,Ultra Moisture Xi Xiu Divine Lip Matte Sense,Be Brave,Lip Matte,"Normal, Kering",Warm-Shade,High-Stay,Matte,22800
Judydoll,Judydoll Watery Glow Lipstick,Nude Pink,Lipstick,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,90300
Judydoll,Judydoll Watery Glow Lipstick,Jelly,Lipstick,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,90300
Judydoll,Judydoll Watery Glow Lipstick,Lemon Tea,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Glossy,90300
Judydoll,Judydoll Watery Glow Lipstick,Amber,Lipstick,"Normal, Kering",Warm-Shade,High-Stay,Glossy,90300
Judydoll,Judydoll Watery Glow Lipstick,Hawthorn,Lipstick,"Normal, Kering","Warm-Shade, Cool-Shade",High-Stay,Glossy,90300
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Coral Wave,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Amber Peel,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Cocoa Jam,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Burgundy Heat,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Rose Haze,Lip Tint,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Candy Blaze,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Nude Latte,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Fuchsia Berry,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,75900
BNB Barenbliss,BNB Barenbliss Apple Makes Adorable Mousse Tint,Brick Punch,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,75900
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Almond Butter,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Mulberry,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Peony,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Rosella,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Cocoa,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Wild Orchid,Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Burnt Maple,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Glossy,89000
Luxcrime,Luxcrime Power Glasting Tinted Lip Oil,Dark Scarlet,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Glossy,89000
Teratu,Teratu Lip Tinted Treatment,,Lip Tinted,"Kering, Dehidrasi","Warm-Shade, Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,49500
Lovillea,Lovillea Lippy Serum Tint,Red Punch,Lip Serum,"Normal, Kering, Dehidrasi","Warm-Shade, Neutral-Shade",High-Stay,Glossy,30000
Lovillea,Lovillea Lippy Serum Tint,Plum Sweet,Lip Serum,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,30000
Lovillea,Lovillea Lippy Serum Tint,Mauve Lovey,Lip Serum,"Normal, Kering, Dehidrasi","Cool-Shade, Neutral-Shade",High-Stay,Glossy,30000
Lovillea,Lovillea Lippy Serum Tint,Pink Crush,Lip Serum,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Glossy,30000
Lovillea,Lovillea Lippy Serum Tint,Coral Charm,Lip Serum,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Glossy,30000
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Toasted Beige,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Spicy Drama,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Blushin Mood,Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Cherry Cola,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Sweet Talker,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Hot Mess,Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,44900
Pinkflash,Pinkflash Dual Ended Lip Cream [ PF-L35 ],Rebel Heart,Lip Cream,"Normal, Kering",Warm-Shade,High-Stay,Matte,44900
YOU,YOU Cloud Paint Love You Tint,Peachy Orange,Lip Tint,"Normal, Kering",Warm-Shade,High-Stay,Satin/Velvet,59900
YOU,YOU Cloud Paint Love You Tint,Strawberry Sorbet,Lip Tint,"Normal, Kering",Cool-Shade,High-Stay,Satin/Velvet,59900
YOU,YOU Cloud Paint Love You Tint,Red Velvet,Lip Tint,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Satin/Velvet,59900
YOU,YOU Cloud Paint Love You Tint,Cherry Red,Lip Tint,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Satin/Velvet,59900
Vaseline,Vaseline Emily In Paris Lip Oil,Berry Bisous,Lip Oil,"Normal, Kering",Cool-Shade,High-Stay,Glossy,80000
Vaseline,Vaseline Emily In Paris Lip Oil,Rose Amour,Lip Oil,"Normal, Kering",Cool-Shade,High-Stay,Glossy,80000
Vaseline,Vaseline Emily In Paris Lip Oil,Nude Cream,Lip Oil,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Glossy,80000
TimePhoria,TimePhoria Altera Lip Tint Series,Flux,Lip Tint,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Altera Lip Tint Series,Burst,Lip Tint,"Normal, Kering, Dehidrasi",Warm-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Altera Lip Tint Series,Bloom,Lip Tint,"Normal, Kering, Dehidrasi",Neutral-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Altera Lip Tint Series,Swirl,Lip Tint,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Altera Lip Tint Series,Crush,Lip Tint,"Normal, Kering, Dehidrasi","Neutral-Shade, Cool-Shade",High-Stay,Satin/Velvet,113050
TimePhoria,TimePhoria Altera Lip Tint Series,Wisp,Lip Tint,"Normal, Kering, Dehidrasi",Cool-Shade,High-Stay,Satin/Velvet,113050
Teratu,Teratu Lip Glossy Melting Balm Stick,Cherry Mauve,Lip Tinted,"Normal, Kering, Dehidrasi","Cool-Shade, Neutral-Shade",Low-Stay,Glossy,89900
Teratu,Teratu Lip Glossy Melting Balm Stick,Nutty Sand,Lip Tinted,"Normal, Kering, Dehidrasi","Warm-Shade, Neutral-Shade",Low-Stay,Glossy,89900
BNB Barenbliss,BNB Barenbliss Dual Lip Cream,Peach Pride,Dual Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,85500
BNB Barenbliss,BNB Barenbliss Dual Lip Cream,Deeply in Rose,Dual Lip Cream,"Normal, Kering","Cool-Shade, Neutral-Shade",High-Stay,Matte,85500
BNB Barenbliss,BNB Barenbliss Dual Lip Cream,Sweet Mauve,Dual Lip Cream,"Normal, Kering",Cool-Shade,High-Stay,Matte,85500
BNB Barenbliss,BNB Barenbliss Dual Lip Cream,Scarlet Heart,Dual Lip Cream,"Normal, Kering","Warm-Shade, Neutral-Shade",High-Stay,Matte,85500
Dazzle me,Dazzle me Matte & Gloss Lip Cream Duo,Nude Hue,Lip Matte & Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Warm-Shade",,Matte,39900
Dazzle me,Dazzle me Matte & Gloss Lip Cream Duo,Mauve Matter,Lip Matte & Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",,Matte,39900
Dazzle me,Dazzle me Matte & Gloss Lip Cream Duo,Cherry Bomb,Lip Matte & Lip Gloss,"Kering, Dehidrasi",Cool-Shade,,Matte,39900
Dazzle me,Dazzle me Matte & Gloss Lip Cream Duo,Rose Up,Lip Matte & Lip Gloss,"Kering, Dehidrasi","Neutral-Shade, Cool-Shade",,Matte,39900
Dazzle me,Dazzle me Matte & Gloss Lip Cream Duo,Berry Banger,Lip Matte & Lip Gloss,"Kering, Dehidrasi",Cool-Shade,,Matte,39900
